video_id,author_name,comment_text,clean_text,comment_date,comment_likes,replies,engagement,log_likes,log_replies,log_engagement,likes_capped,replies_capped,engagement_capped,word_count,char_len,caps_ratio,aggressive_punct,has_caps,has_aggressive_punct,high_caps,emoji_count,has_emoji,candidate_mentioned,video_title,video_url,sentiment_score,sentiment_label
1N76UD-o95I,@mariusradu638,"Simion vorbește fix ca mine când sunt la muncă și trebuie să i explic unui client ceea ce nu știu, dar fix așa.","Simion vorbește fix ca mine când sunt la muncă și trebuie să i explic unui client ceea ce nu știu, dar fix așa.",2025-05-12 17:49:37+00:00,48,4,52,3.8918202981106265,1.6094379124341005,3.970291913552122,48.0,4,52.0,23,111,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6000061631202698,negative
1N76UD-o95I,@goteacher7981,"Felicitări Nicușor, un adevărat lider european care nu ne face de rușine!","Felicitări Nicușor, un adevărat lider european care nu ne face de rușine!",2025-05-08 21:19:53+00:00,48,0,48,3.8918202981106265,0.0,3.8918202981106265,48.0,0,48.0,12,73,0.0,1,0,1,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6407607793807983,positive
1N76UD-o95I,@Buba3544,"Am votat Simion din ură față de  leprele din guvern, dar acum am vazut ca e un fel de Gianny din Las fierbinti,  următoarele alegeri  merg clar  cu Dan .","Am votat Simion din ură față de leprele din guvern, dar acum am vazut ca e un fel de Gianny din Las fierbinti, următoarele alegeri merg clar cu Dan .",2025-05-09 09:01:24+00:00,48,5,53,3.8918202981106265,1.791759469228055,3.9889840465642745,48.0,5,53.0,30,149,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6410121321678162,negative
1N76UD-o95I,@Iehovv,caraghios de a dreptul sa vezi Live ul asta si sa ramai la decizia de a vota Simion,caraghios de a dreptul sa vezi Live ul asta si sa ramai la decizia de a vota Simion,2025-05-08 21:34:20+00:00,47,3,50,3.871201010907891,1.3862943611198906,3.9318256327243257,47.0,3,50.0,18,83,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.834221363067627,positive
1N76UD-o95I,@ralucae.n.8561,"Fapte versus vorbe
Decență versus golăneală
Seriozitate versus miștouri ieftine
Intelectual versus spoială de educație

Da, Nicușor nu e un mare orator, dar e atât de mare discrepanța că n-ar trebui să mai aibă cineva vreun dubiu. Cineva cu educație serioasă, gândire critică și valori sănătoase.","Fapte versus vorbe Decență versus golăneală Seriozitate versus miștouri ieftine Intelectual versus spoială de educație Da, Nicușor nu e un mare orator, dar e atât de mare discrepanța că n-ar trebui să mai aibă cineva vreun dubiu. Cineva cu educație serioasă, gândire critică și valori sănătoase.",2025-05-08 22:27:17+00:00,47,1,48,3.871201010907891,0.6931471805599453,3.8918202981106265,47.0,1,48.0,46,295,0.0,0,0,0,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6133688688278198,negative
1N76UD-o95I,@Chitzu12,"Ca sa va dati seama cati boti plateste Simion ca sa isi faca reclama, vedeti cum comentarile legate de simion nu au mai nici un like. Foarte trist ca se poate ajunge la putere doar cu bani, fara nici o calificare si doar prin minciuni false, romania in loc sa se trezeasca la realitate dupa zeci de ani de abuzuri ea alege sa voteze in functie de propaganda pe tik tok si case imaginare la 35k euro","Ca sa va dati seama cati boti plateste Simion ca sa isi faca reclama, vedeti cum comentarile legate de simion nu au mai nici un like. Foarte trist ca se poate ajunge la putere doar cu bani, fara nici o calificare si doar prin minciuni false, romania in loc sa se trezeasca la realitate dupa zeci de ani de abuzuri ea alege sa voteze in functie de propaganda pe tik tok si case imaginare la 35k euro",2025-05-08 22:14:57+00:00,47,6,53,3.871201010907891,1.9459101490553128,3.9889840465642745,47.0,6,53.0,77,398,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5800589323043823,negative
1N76UD-o95I,@luchianpopescu2967,"Nu stiu daca si voi bagati de seama…dar sunt curios ce parere aveti despre cat de mult suntem “ noi, poporul”, “maguliti”, ca sa nu zic “pupati in…” de domnul Simion pentru voturi. Rusine, rusine…
Eu, personal, prefer adevarul dur si realitatea asa cum este ea, decat vorbe seci care sunt menite doar sa atraga voturi. 
Nu vad o implicare relevanta a domnului Simion in ceea ce priveste dezvoltarea Romaniei.
Apreciez Nicusor Dan pentru realitatea in care traieste !!!","Nu stiu daca si voi bagati de seama…dar sunt curios ce parere aveti despre cat de mult suntem “ noi, poporul”, “maguliti”, ca sa nu zic “pupati in…” de domnul Simion pentru voturi. Rusine, rusine… Eu, personal, prefer adevarul dur si realitatea asa cum este ea, decat vorbe seci care sunt menite doar sa atraga voturi. Nu vad o implicare relevanta a domnului Simion in ceea ce priveste dezvoltarea Romaniei. Apreciez Nicusor Dan pentru realitatea in care traieste !!!",2025-05-09 12:20:00+00:00,47,0,47,3.871201010907891,0.0,3.871201010907891,47.0,0,47.0,79,467,0.0,1,0,1,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.7378160953521729,negative
1N76UD-o95I,@RobertTaba__ru-ti9dg,"55:15 Domnule Simion, va rog luați un pix și notați ce spune Domnul Dan.","55:15 Domnule Simion, va rog luați un pix și notați ce spune Domnul Dan.",2025-05-09 18:32:00+00:00,46,0,46,3.8501476017100575,0.0,3.8501476017100575,46.0,0,46.0,14,72,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.7103673219680786,negative
1N76UD-o95I,@adrianapetcu5187,Ce diferență de intelect între cei doi !,Ce diferență de intelect între cei doi !,2025-05-14 20:56:52+00:00,45,0,45,3.828641396489095,0.0,3.828641396489095,45.0,0,45.0,8,40,0.0,1,0,1,0,0,0,none,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.672604501247406,negative
1N76UD-o95I,@stefimari5196,"Oamenii ăștia ce l susțin pe Simion știu că AUR a votat împotriva eliminării pensiilor speciale, deci pentru menținerea lor, nu o dată ci de 3 ori?!","Oamenii ăștia ce l susțin pe Simion știu că AUR a votat împotriva eliminării pensiilor speciale, deci pentru menținerea lor, nu o dată ci de 3 ori?!",2025-05-09 18:32:46+00:00,45,2,47,3.828641396489095,1.0986122886681098,3.871201010907891,45.0,2,47.0,27,148,0.037037037037037,1,1,1,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6075543761253357,negative
1N76UD-o95I,@notmeagain8418,"Avem pentru prima data sansa unica de a vota un om educat si cu bun simt, care nu e implicat in vreun scandal si care nu se preteaza la huliganism si discursuri agresive si pline de nimic. Am fi cei mai mari fraieri sa dam un matematician pe un ...vanzator de petarde cu gura mare, sustinut de tot felul de personaje dubioase.

Cel cu stofa de sef de stat este NICUSOR DAN.

Nu stiu de ce ca tara suntem asa de masochisti si mereu tindem sa votam corupti, analfabeti sau scandalagii. Nu meritam si noi un om ""ca lumea"" ?","Avem pentru prima data sansa unica de a vota un om educat si cu bun simt, care nu e implicat in vreun scandal si care nu se preteaza la huliganism si discursuri agresive si pline de nimic. Am fi cei mai mari fraieri sa dam un matematician pe un ...vanzator de petarde cu gura mare, sustinut de tot felul de personaje dubioase. Cel cu stofa de sef de stat este NICUSOR DAN. Nu stiu de ce ca tara suntem asa de masochisti si mereu tindem sa votam corupti, analfabeti sau scandalagii. Nu meritam si noi un om ""ca lumea"" ?",2025-05-09 03:09:00+00:00,45,2,47,3.828641396489095,1.0986122886681098,3.871201010907891,45.0,2,47.0,100,518,0.02,1,1,1,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6545318961143494,negative
1N76UD-o95I,@BJK86RO,"Hai sa fim seriosi, se vede de pe Marte ce diferenta e intre Nicusor si Simion.. Nicusor e un om educat, inteligent, logic in gandire, un om cultivat cu dorinta de a schimba ceva in bine dar facand asta realist, nu promitand imposibilul..In schimb, Simion are o gandire de ultras, de om violent, limitat intelectual, radical, un om care promite orice doar ca sa fie ales, dar fara sa aiba un plan realist de a spune cum va face ce promite..  Intr-o Romanie educata, civilizata, cu dorinta de a progresa, un om normal care isi doreste sa mai acorde o sansa Romaniei, ar vota Nicusor Dan.","Hai sa fim seriosi, se vede de pe Marte ce diferenta e intre Nicusor si Simion.. Nicusor e un om educat, inteligent, logic in gandire, un om cultivat cu dorinta de a schimba ceva in bine dar facand asta realist, nu promitand imposibilul..In schimb, Simion are o gandire de ultras, de om violent, limitat intelectual, radical, un om care promite orice doar ca sa fie ales, dar fara sa aiba un plan realist de a spune cum va face ce promite.. Intr-o Romanie educata, civilizata, cu dorinta de a progresa, un om normal care isi doreste sa mai acorde o sansa Romaniei, ar vota Nicusor Dan.",2025-05-09 08:41:04+00:00,45,9,54,3.828641396489095,2.302585092994046,4.007333185232471,45.0,9,54.0,106,585,0.0,0,0,0,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.769537627696991,negative
1N76UD-o95I,@89Verra,"Citesc comentariile si din primele cuvinte ale fiecarui user imi dau seama pe cine sustine... aici chiar este vorba despre o Romanie a viitorului, cu oameni educati, ori o Romanie a delicventilor agramati care nu au cei 3 neuroni necesari pentru a isi da seama  ce marioneta este Simion.
Mergem din ce in ce mai rau... vomit.","Citesc comentariile si din primele cuvinte ale fiecarui user imi dau seama pe cine sustine... aici chiar este vorba despre o Romanie a viitorului, cu oameni educati, ori o Romanie a delicventilor agramati care nu au cei 3 neuroni necesari pentru a isi da seama ce marioneta este Simion. Mergem din ce in ce mai rau... vomit.",2025-05-08 23:45:50+00:00,45,9,54,3.828641396489095,2.302585092994046,4.007333185232471,45.0,9,54.0,57,324,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.9015631675720215,negative
1N76UD-o95I,@magdolnakajtar316,"Simion! Respectă și tu minoritatea, că și tu faci parte din altă etnie1","Simion! Respectă și tu minoritatea, că și tu faci parte din altă etnie1",2025-05-08 21:34:28+00:00,44,2,46,3.80666248977032,1.0986122886681098,3.8501476017100575,44.0,2,46.0,13,71,0.0,1,0,1,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6208305954933167,positive
1N76UD-o95I,@bogdan.p,Nicușor e primul politician pe care l-am văzut să nu promită lucruri pe care nu le-ar putea face.,Nicușor e primul politician pe care l-am văzut să nu promită lucruri pe care nu le-ar putea face.,2025-05-08 22:06:45+00:00,44,6,50,3.80666248977032,1.9459101490553128,3.9318256327243257,44.0,6,50.0,18,97,0.0,0,0,0,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5197502970695496,negative
1N76UD-o95I,@georgevalentin300,"Oamenilor...uitati cum raspunde Nicusor, are raspunsuri logice, vorbeste realistic...pe cand Huliganul..are doar texte generale, gen Porcescu.... va rog. Treziti-va !!!!","Oamenilor...uitati cum raspunde Nicusor, are raspunsuri logice, vorbeste realistic...pe cand Huliganul..are doar texte generale, gen Porcescu.... va rog. Treziti-va !!!!",2025-05-08 22:30:51+00:00,44,4,48,3.80666248977032,1.6094379124341005,3.8918202981106265,44.0,4,48.0,20,169,0.0,1,0,1,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.8831365704536438,negative
1N76UD-o95I,@Daria-TeodoraHarabor,Votez Nicusor Dan! George Simion are numai vorbe si din ele doar minciuni si strategii de marketing. Nicusor Dan are fapte in spate!,Votez Nicusor Dan! George Simion are numai vorbe si din ele doar minciuni si strategii de marketing. Nicusor Dan are fapte in spate!,2025-05-08 22:34:52+00:00,43,2,45,3.784189633918261,1.0986122886681098,3.828641396489095,43.0,2,45.0,23,132,0.0,2,0,1,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.9395061731338501,negative
1N76UD-o95I,@anailie1357,"Bravo, Nicușor Dan!Cel mai credibil președinte pentru România ❤","Bravo, Nicușor Dan!Cel mai credibil președinte pentru România ❤",2025-05-09 03:54:23+00:00,43,1,44,3.784189633918261,0.6931471805599453,3.80666248977032,43.0,1,44.0,9,63,0.0,1,0,1,0,1,1,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.8448097109794617,positive
1N76UD-o95I,@valentinturturica4762,Este ușor să câștigi o dezbatere pe promisiuni. Simion nu a realizat nimic până acum. Știe să manipuleze și o face excelent. Cei care am susținut CG chiar l-am crezut. Până când a comis-o.,Este ușor să câștigi o dezbatere pe promisiuni. Simion nu a realizat nimic până acum. Știe să manipuleze și o face excelent. Cei care am susținut CG chiar l-am crezut. Până când a comis-o.,2025-05-08 21:52:56+00:00,43,4,47,3.784189633918261,1.6094379124341005,3.871201010907891,43.0,4,47.0,34,188,0.0294117647058823,0,1,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6918596625328064,positive
1N76UD-o95I,@VodinMyrthana,Respect profund pentru dl. Nicușor Dan. L-am votat în turul 1 și îl voi vota și în turul 2.,Respect profund pentru dl. Nicușor Dan. L-am votat în turul 1 și îl voi vota și în turul 2.,2025-05-10 03:04:16+00:00,43,13,56,3.784189633918261,2.6390573296152584,4.04305126783455,43.0,13,56.0,19,91,0.0,0,0,0,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.8065562844276428,positive
1N76UD-o95I,@Antoisheree,"Din păcate sunt minor și nu am drept la vot, după părerea mea Simion evita întrebările, în timp ce Nicușor răspundea concret. Simion dădea exemple generale, promite și spune dar nu spune cum","Din păcate sunt minor și nu am drept la vot, după părerea mea Simion evita întrebările, în timp ce Nicușor răspundea concret. Simion dădea exemple generale, promite și spune dar nu spune cum",2025-05-09 14:30:01+00:00,43,3,46,3.784189633918261,1.3862943611198906,3.8501476017100575,43.0,3,46.0,33,190,0.0,0,0,0,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.560664713382721,negative
1N76UD-o95I,@simonam199,"Felicitări domnule Nicușor Dan! 
Un om pregătit, educat si cinstit! 🙏🍀","Felicitări domnule Nicușor Dan! Un om pregătit, educat si cinstit! 🙏🍀",2025-05-08 22:07:35+00:00,42,3,45,3.7612001156935615,1.3862943611198906,3.828641396489095,42.0,3,45.0,11,69,0.0,2,0,1,0,1,1,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.8992969989776611,positive
1N76UD-o95I,@lucicapriscoveanu3851,Votez cu drag Nicușor Dan!!,Votez cu drag Nicușor Dan!!,2025-05-08 21:57:03+00:00,42,2,44,3.7612001156935615,1.0986122886681098,3.80666248977032,42.0,2,44.0,5,27,0.0,1,0,1,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.9768335819244385,negative
1N76UD-o95I,@RobertTaba__ru-ti9dg,"47:00 Domnule Simion, nu ți-a spus prietenul tău Trump ca nu mai este prieten cu Europa și ca-i plac mai mult dictatorii? Susține Rusia prin fapte, din cauza asta Europa trebuie sa se pregătească. Chiar nu vorbești cu Trump?","47:00 Domnule Simion, nu ți-a spus prietenul tău Trump ca nu mai este prieten cu Europa și ca-i plac mai mult dictatorii? Susține Rusia prin fapte, din cauza asta Europa trebuie sa se pregătească. Chiar nu vorbești cu Trump?",2025-05-09 18:20:47+00:00,42,3,45,3.7612001156935615,1.3862943611198906,3.828641396489095,42.0,3,45.0,39,224,0.0,2,0,1,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5268607139587402,positive
1N76UD-o95I,@Al3x3y20,"32:06 așa se arată adevărata față a fascismului, crearea unor inamici inexistenți pentru a atrage atenția oamenilor în altă parte față de ceea ce vor cu adevărat să facă. Cum de nimeni nu își dă seama de chestiile astea?? Simplu, lipsa de educație, gândirea critică și logica inexistentă, e foarte trist","32:06 așa se arată adevărata față a fascismului, crearea unor inamici inexistenți pentru a atrage atenția oamenilor în altă parte față de ceea ce vor cu adevărat să facă. Cum de nimeni nu își dă seama de chestiile astea?? Simplu, lipsa de educație, gândirea critică și logica inexistentă, e foarte trist",2025-05-09 06:55:56+00:00,42,1,43,3.7612001156935615,0.6931471805599453,3.784189633918261,42.0,1,43.0,51,303,0.0,1,0,1,0,0,0,none,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6750926375389099,negative
1N76UD-o95I,@AlexandruCatalin-hd9hd,Ma jur ca din gura lui Simion au ieșit doar lemne!,Ma jur ca din gura lui Simion au ieșit doar lemne!,2025-05-09 06:26:09+00:00,42,4,46,3.7612001156935615,1.6094379124341005,3.8501476017100575,42.0,4,46.0,11,50,0.0,1,0,1,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.7493813037872314,negative
1N76UD-o95I,@ciprianbradescu9048,După dezbaterea asta m-am hotărât să îl votez pe Nicușor.,După dezbaterea asta m-am hotărât să îl votez pe Nicușor.,2025-05-09 08:50:06+00:00,41,3,44,3.737669618283368,1.3862943611198906,3.80666248977032,41.0,3,44.0,10,57,0.0,0,0,0,0,0,0,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5637040138244629,negative
1N76UD-o95I,@eddiebelzebuth,"Deci Simion e prototipul individului ce vorbeste mult fara sa aiba efectiv nimic de spus. Adica spune el ce isi doreste, dar intrebat cum va face concret o da din stanga'n dreapta si invers.","Deci Simion e prototipul individului ce vorbeste mult fara sa aiba efectiv nimic de spus. Adica spune el ce isi doreste, dar intrebat cum va face concret o da din stanga'n dreapta si invers.",2025-05-10 02:48:43+00:00,41,0,41,3.737669618283368,0.0,3.737669618283368,41.0,0,41.0,34,190,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6912197470664978,positive
1N76UD-o95I,@AleAle-y90,"Simion a reușit performanța de a fi atât de pe lângă subiect, precum a invǎțat de la tovarașii politici aflați la putere de 35 de ani. Orice discuție, indiferent de temă, era abil deturnată spre alegerile din noiembrie, de parcă ar fi avut un tic verbal.

Nu a ratat ocazia să jongleze cu „poporul” în sus și în jos, ca sǎ prindǎ la poPULIME, Iar „Doamne-ajută!” a fost presărat cu atâta generozitate încât, am crezut că asist la o slujbă, nu la o dezbatere politică. 
Cât despre aspectul mai superficial, zâmbetul său pare să fie un exercițiu de anduranță: când îl vezi, ai impresia că fie îl doare, fie tocmai a realizat cât de mult a deviat de la subiect.","Simion a reușit performanța de a fi atât de pe lângă subiect, precum a invǎțat de la tovarașii politici aflați la putere de 35 de ani. Orice discuție, indiferent de temă, era abil deturnată spre alegerile din noiembrie, de parcă ar fi avut un tic verbal. Nu a ratat ocazia să jongleze cu „poporul” în sus și în jos, ca sǎ prindǎ la poPULIME, Iar „Doamne-ajută!” a fost presărat cu atâta generozitate încât, am crezut că asist la o slujbă, nu la o dezbatere politică. Cât despre aspectul mai superficial, zâmbetul său pare să fie un exercițiu de anduranță: când îl vezi, ai impresia că fie îl doare, fie tocmai a realizat cât de mult a deviat de la subiect.",2025-05-09 14:22:51+00:00,41,0,41,3.737669618283368,0.0,3.737669618283368,41.0,0,41.0,120,656,0.0,1,0,1,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6075787544250488,positive
1N76UD-o95I,@Dragunov5767,"Imi era simpatic Simion in 2024, ba chiar l am si votat atunci(cand nu era vorba de Calin Georgescu)
Dupa acele alegeri am regretat nespus cand am vazut ca Simion nu se difera deloc fața de fostii politicieni. Merge in interesul propriu, ar face orice incat sa ajunga la putere. Schema de marketing apartamentele cu 35k, schema de marketing si afilierea cu CG, si culmea, zic ca e schema de marketing si toata șarada pe care o afiseaza in mediul online cu nevasta-sa si copilul.

Alta chestie, asta asa ca o mica paranteza. El zice de profesori, prin prisma nevestei sale, ca au sun salar net de 3700 dar nevasta-sa e in acelasi domeniu si ia aproape dublu fața de ceilalti... brusc de cand e cu Simion. Asta asa ca idee, sa nu credeti ca se va schimba treaba cu nepotismele si pilele.

Am vrut si eu sa intru in AUR inainte de 2024, daca nu erai deja influent pe undeva sau cotizai peste 10k euro, nu erai luat in seama, indiferent ce idei aveai. Asta ca idee sa stiti ce fel de oameni o sa decida soarta tarii.

In orice caz, Nicusor Dan e cea mai clara optiune!","Imi era simpatic Simion in 2024, ba chiar l am si votat atunci(cand nu era vorba de Calin Georgescu) Dupa acele alegeri am regretat nespus cand am vazut ca Simion nu se difera deloc fața de fostii politicieni. Merge in interesul propriu, ar face orice incat sa ajunga la putere. Schema de marketing apartamentele cu 35k, schema de marketing si afilierea cu CG, si culmea, zic ca e schema de marketing si toata șarada pe care o afiseaza in mediul online cu nevasta-sa si copilul. Alta chestie, asta asa ca o mica paranteza. El zice de profesori, prin prisma nevestei sale, ca au sun salar net de 3700 dar nevasta-sa e in acelasi domeniu si ia aproape dublu fața de ceilalti... brusc de cand e cu Simion. Asta asa ca idee, sa nu credeti ca se va schimba treaba cu nepotismele si pilele. Am vrut si eu sa intru in AUR inainte de 2024, daca nu erai deja influent pe undeva sau cotizai peste 10k euro, nu erai luat in seama, indiferent ce idei aveai. Asta ca idee sa stiti ce fel de oameni o sa decida soarta tarii. In orice caz, Nicusor Dan e cea mai clara optiune!",2025-05-09 07:52:10+00:00,40,2,42,3.713572066704308,1.0986122886681098,3.7612001156935615,40.0,2,42.0,199,1061,0.0100502512562814,1,1,1,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6554198861122131,negative
1N76UD-o95I,@florinstoica5357,Pana acum am ținut cu Simion dar dupa această dezbatere îl susțin pe Nicușor Dan,Pana acum am ținut cu Simion dar dupa această dezbatere îl susțin pe Nicușor Dan,2025-05-09 09:51:01+00:00,39,1,40,3.688879454113936,0.6931471805599453,3.713572066704308,39.0,1,40.0,15,80,0.0,0,0,0,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6806371808052063,positive
1N76UD-o95I,@vladion4204,"Aceasta nu a fost o dezbatere, ci o UMILIRE PUBLICA a lui GS","Aceasta nu a fost o dezbatere, ci o UMILIRE PUBLICA a lui GS",2025-05-08 22:56:18+00:00,39,5,44,3.688879454113936,1.791759469228055,3.80666248977032,39.0,5,44.0,13,60,0.2307692307692307,0,1,0,1,0,0,none,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.8708363175392151,negative
1N76UD-o95I,@predadana,Și totuși unde e dezbaterea? Eu am văzut un om care a vorbit cu sens și unu care se joacă Candy Crush cu telefonu....,Și totuși unde e dezbaterea? Eu am văzut un om care a vorbit cu sens și unu care se joacă Candy Crush cu telefonu....,2025-05-09 09:53:50+00:00,39,0,39,3.688879454113936,0.0,3.688879454113936,39.0,0,39.0,24,117,0.0,1,0,1,0,0,0,none,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5120391249656677,positive
1N76UD-o95I,@laurentiupal,George Simion ar trebui introdus în definiția populismului.,George Simion ar trebui introdus în definiția populismului.,2025-05-09 07:20:43+00:00,38,1,39,3.6635616461296463,0.6931471805599453,3.688879454113936,38.0,1,39.0,8,59,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5066463351249695,positive
1N76UD-o95I,@netsudro,Nicusor 1 - 0 Simion,Nicusor 1 - 0 Simion,2025-05-08 21:13:51+00:00,38,3,41,3.6635616461296463,1.3862943611198906,3.737669618283368,38.0,3,41.0,5,20,0.0,0,0,0,0,0,0,both,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.989504337310791,negative
1N76UD-o95I,@oddontheroad,"Daca dupa dezbaterea de ieri inca sunt votanti Simion, inseamna ca rata de analfabetism functional de 40-45% e reala. :)","Daca dupa dezbaterea de ieri inca sunt votanti Simion, inseamna ca rata de analfabetism functional de 40-45% e reala. :)",2025-05-09 06:26:05+00:00,38,5,43,3.6635616461296463,1.791759469228055,3.784189633918261,38.0,5,43.0,20,120,0.0,0,0,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5931923985481262,positive
1N76UD-o95I,@danielanechifor1013,"Simion: cel mai arogant, ignorant si foarte antipatic candidat la președinție..din toate timpurile..
Afișează un rânjet triumfător ca si cum ar fi 100% sigur ca e presedinte...👎👎👎","Simion: cel mai arogant, ignorant si foarte antipatic candidat la președinție..din toate timpurile.. Afișează un rânjet triumfător ca si cum ar fi 100% sigur ca e presedinte...👎👎👎",2025-05-14 14:12:27+00:00,38,0,38,3.6635616461296463,0.0,3.6635616461296463,38.0,0,38.0,27,179,0.0,0,0,0,0,1,1,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.6911928653717041,negative
1N76UD-o95I,@Catalin9512,Nicușor a fost monumental!! 🔥,Nicușor a fost monumental!! 🔥,2025-05-09 13:17:06+00:00,37,0,37,3.6375861597263857,0.0,3.6375861597263857,37.0,0,37.0,5,29,0.0,1,0,1,0,1,1,dan,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.5707874298095703,negative
1N76UD-o95I,@doce75,"Dacă UE nu există ca entitate pentru că e o uniune formată din 27 de state, atunci nici SUA nu există pentru că e o confederație federală, formată din 51 de state. L-aș întreba pe George Simion dacă Federația Rusă există, având în vedere că este compusă din state și națiuni anexate FORȚAT de-a lungul istoriei.","Dacă UE nu există ca entitate pentru că e o uniune formată din 27 de state, atunci nici SUA nu există pentru că e o confederație federală, formată din 51 de state. L-aș întreba pe George Simion dacă Federația Rusă există, având în vedere că este compusă din state și națiuni anexate FORȚAT de-a lungul istoriei.",2025-05-09 12:55:26+00:00,37,5,42,3.6375861597263857,1.791759469228055,3.7612001156935615,37.0,5,42.0,56,311,0.0535714285714285,0,1,0,0,0,0,simion,Dezbatere prezidențială George Simion - Nicușor Dan la Euronews România,https://www.youtube.com/watch?v=1N76UD-o95I,0.7131826281547546,positive
